solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,memory_reported_mb
minisat,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,10.388111114501951,20.0,False,False,757731.0,941576.0,35102564.0,1595.0,300.0,3973.0,10.2857,11864941.0,82.6
minisat,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,UNSAT,123.58580422401428,20.0,False,False,249741.0,926962.0,659888924.0,574.0,127091.0,296682.0,122.202,15983076.0,204.8
minisat,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,SAT,223.837295293808,10.0,False,False,1773471.0,3463379.0,476286028.0,3434.0,9000.0,45005.0,222.066,226613293.0,235.73
minisat,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,220.3979115486145,10.0,False,False,197.0,1268.0,37466.0,2.0,4592.0,61745.0,0.094013,7029.0,87.89
minisat,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ER_400_20_7.apx_1_DC-ST.cnf,benchmarks/ER_400_20_7.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,DivS_942_11.cnf.sanitized.cnf,benchmarks/DivS_942_11.cnf.sanitized.cnf,SAT,133.20553874969482,10.0,False,False,0.0,1.0,942.0,1.0,942.0,936584.0,131.892,0.0,225.64
minisat,SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,benchmarks/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_23.cnf,benchmarks/hash_table_find_safety_size_23.cnf,UNSAT,83.25747418403625,20.0,False,False,14297.0,1361964.0,371873466.0,61.0,14140522.0,56857195.0,79.6979,1410295.0,6870.36
minisat,DivU_624_11.cnf.sanitized.cnf,benchmarks/DivU_624_11.cnf.sanitized.cnf,UNSAT,49.80704498291016,20.0,False,False,0.0,0.0,347.0,0.0,624.0,612150.0,49.3663,0.0,191.59
minisat,31_1.cnf,benchmarks/31_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,or_randxor_k3_n520_m520.cnf,benchmarks/or_randxor_k3_n520_m520.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satcoin-genesis-UNSAT-17400.cnf,benchmarks/satcoin-genesis-UNSAT-17400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-84.cnf,benchmarks/SCPC-700-84.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-1000-18.cnf,benchmarks/SCPC-1000-18.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_69_0.3.cnf,benchmarks/brent_69_0.3.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satcoin-genesis-UNSAT-11400.cnf,benchmarks/satcoin-genesis-UNSAT-11400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H9_M2-wNfQskE8G_m1_6_U0.c.cnf,benchmarks/asconhashv12_opt64_H9_M2-wNfQskE8G_m1_6_U0.c.cnf,UNSAT,260.69242691993713,20.0,False,False,489768.0,1846107.0,1554768613.0,1023.0,158758.0,372790.0,258.477,43829123.0,354.7
minisat,asconhashv12_opt64_H10_M2-pH7B6T6Vub_m6_7.c.cnf,benchmarks/asconhashv12_opt64_H10_M2-pH7B6T6Vub_m6_7.c.cnf,SAT,268.2790901660919,10.0,False,False,626446.0,2320653.0,1473088574.0,1326.0,158850.0,373087.0,266.46,71496352.0,492.34
minisat,25_2.cnf,benchmarks/25_2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals477.cnf,benchmarks/intervals477.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableSymModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H8_M2-nm2vUdkK_m3_5_U3.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-nm2vUdkK_m3_5_U3.c.cnf,UNSAT,227.49872660636905,20.0,False,False,207016.0,730040.0,1464046896.0,511.0,158612.0,372521.0,225.625,12928926.0,212.75
minisat,stb_588_138.apx_2_DS-ST.cnf,benchmarks/stb_588_138.apx_2_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_400_32_90_10.apx_1_DC-AD.cnf,benchmarks/WS_400_32_90_10.apx_1_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_63_0.1.cnf,benchmarks/brent_63_0.1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,php18-mixed-35percent-blocked.cnf,benchmarks/php18-mixed-35percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-96-32.cnf,benchmarks/grs-96-32.cnf,UNSAT,138.66984128952026,20.0,False,False,2191388.0,5373210.0,1191067876.0,4094.0,75802.0,222678.0,137.756,64776898.0,211.22
minisat,SC23_Timetable_C_483_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_483_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_478_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_478_E_50_Cl_32_D_6_T_50.cnf,SAT,86.32609152793884,10.0,False,False,473794.0,18850280.0,213510246.0,1023.0,248016.0,798549.0,85.2719,75749535.0,547.12
minisat,asconhashv12_opt64_H4_M2-ldRf_m1_2_U21.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-ldRf_m1_2_U21.c.cnf,UNSAT,113.0589451789856,20.0,False,False,309099.0,1085489.0,684015137.0,762.0,127008.0,296562.0,112.306,25643847.0,256.42
minisat,vmpc_28.shuffled-as.sat05-1957.cnf,benchmarks/vmpc_28.shuffled-as.sat05-1957.cnf,SAT,49.90182566642761,10.0,False,False,664237.0,1273708.0,83698812.0,1421.0,784.0,108080.0,49.3042,20780453.0,157.72
minisat,srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,benchmarks/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,15pipe_q0_k.cnf,benchmarks/15pipe_q0_k.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,StreamReader_readline_13.cnf,benchmarks/StreamReader_readline_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_16.cnf,benchmarks/hash_table_find_safety_size_16.cnf,UNSAT,43.065507650375366,20.0,False,False,11866.0,1190743.0,204368679.0,51.0,8477049.0,33898352.0,41.1871,1375859.0,4272.04
minisat,intervals327.cnf,benchmarks/intervals327.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-87.cnf,benchmarks/SCPC-700-87.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-192-32.cnf,benchmarks/grs-192-32.cnf,UNSAT,213.37478971481323,20.0,False,False,1687815.0,4322977.0,1970541405.0,3210.0,132826.0,392118.0,211.028,61259659.0,260.95
minisat,30_2.cnf,benchmarks/30_2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H15_M2-kwhXs2juqFoKAYA_m12_13_U16.c.cnf,benchmarks/asconhashv12_opt64_H15_M2-kwhXs2juqFoKAYA_m12_13_U16.c.cnf,UNSAT,220.4221444129944,20.0,False,False,676387.0,2441163.0,903188848.0,1468.0,138834.0,296566.0,218.5,74477929.0,493.34
minisat,intervals727.cnf,benchmarks/intervals727.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf,benchmarks/combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,sat-bench-trig-taylor4.cnf,benchmarks/sat-bench-trig-taylor4.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ER_500_30_3.apx_2_DC-ST.cnf,benchmarks/ER_500_30_3.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,or_randxor_k3_n560_m560.cnf,benchmarks/or_randxor_k3_n560_m560.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,REGRandom-K4-L3-Seed15.cnf,benchmarks/REGRandom-K4-L3-Seed15.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_14.cnf,benchmarks/hash_table_find_safety_size_14.cnf,UNSAT,36.060346841812134,20.0,False,False,6919.0,856320.0,167095077.0,31.0,7112640.0,28380366.0,34.4937,654789.0,3527.88
minisat,LZMAFile___init___14.cnf,benchmarks/LZMAFile___init___14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,26.713181257247925,20.0,False,False,5814.0,546799.0,111498564.0,30.0,5861110.0,23325682.0,25.3318,361095.0,3018.05
minisat,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,136.08912539482117,10.0,False,False,928962.0,2343312.0,245181768.0,2042.0,13797.0,76333.0,134.476,138781422.0,249.32
minisat,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,36.93858098983765,20.0,False,False,6704.0,707929.0,100750673.0,31.0,6472782.0,25795161.0,35.4168,500253.0,3155.02
minisat,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,5.126464128494263,10.0,False,False,102120.0,154576.0,9831050.0,255.0,760.0,43649.0,5.0254,4828148.0,104.34
minisat,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,25.27915954589844,20.0,False,False,1204987.0,2008671.0,41559860.0,2294.0,1444.0,7231.0,20.5688,29924875.0,85.79
minisat,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,41.222787857055664,20.0,False,False,6349.0,728564.0,145211681.0,30.0,5277644.0,20971987.0,39.6345,836653.0,2680.19
minisat,hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,benchmarks/hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,UNSAT,1.6358745098114014,20.0,False,False,12143.0,93176.0,4961946.0,53.0,64138.0,181071.0,1.51635,253696.0,112.43
minisat,pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,benchmarks/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TimetableCNFEncoding_20_UNKNOWN.cnf,benchmarks/TimetableCNFEncoding_20_UNKNOWN.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,or_randxor_k3_n540_m540.cnf,benchmarks/or_randxor_k3_n540_m540.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals80.cnf,benchmarks/intervals80.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-82.cnf,benchmarks/SCPC-700-82.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ContextModel_output_6_5_6.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_5_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_63_0.22.cnf,benchmarks/brent_63_0.22.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,pyhala-braun-sat-35-4-04.shuffled.cnf,benchmarks/pyhala-braun-sat-35-4-04.shuffled.cnf,SAT,22.7047815322876,10.0,False,False,264820.0,313717.0,150252731.0,636.0,7383.0,24097.0,22.4062,8736810.0,92.92
minisat,asconhashv12_opt64_H8_M2-1yQCyA0j_m2_6.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-1yQCyA0j_m2_6.c.cnf,SAT,188.88945865631104,10.0,False,False,218792.0,994250.0,582392404.0,511.0,158719.0,372941.0,186.854,17108935.0,212.69
minisat,satcoin-genesis-UNSAT-19800.cnf,benchmarks/satcoin-genesis-UNSAT-19800.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_500_16_90_70.apx_2_DC-ST.cnf,benchmarks/WS_500_16_90_70.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,multiplier_16bits__miter_19.cnf,benchmarks/multiplier_16bits__miter_19.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_486_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_486_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-48-128.cnf,benchmarks/grs-48-128.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ContextModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mrpp_4x4#12_12.cnf,benchmarks/mrpp_4x4#12_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rphp_p60_r60.cnf,benchmarks/rphp_p60_r60.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess18-mixed-25percent-blocked.cnf,benchmarks/mchess18-mixed-25percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mod4block_2vars_10gates_u2_autoenc-sc2009.cnf,benchmarks/mod4block_2vars_10gates_u2_autoenc-sc2009.cnf,SAT,206.29954600334167,10.0,False,False,6949117.0,12224708.0,133916219.0,11261.0,479.0,123439.0,204.382,213752752.0,170.23
minisat,Schur_161_5_d40.cnf,benchmarks/Schur_161_5_d40.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,170223547.cnf,benchmarks/170223547.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,stb_418_125.apx_2_DC-ST.cnf,benchmarks/stb_418_125.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,php17-mixed-35percent-blocked.cnf,benchmarks/php17-mixed-35percent-blocked.cnf,UNSAT,193.46005940437317,20.0,False,False,5352967.0,8231753.0,220531507.0,8256.0,460.0,8655.0,191.682,262344361.0,123.73
minisat,WCNF_from_fp_13.cnf,benchmarks/WCNF_from_fp_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,new-difficult-26-243-24-70.cnf,benchmarks/new-difficult-26-243-24-70.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,32_0.cnf,benchmarks/32_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,multiplier_13bits__miter_15.cnf,benchmarks/multiplier_13bits__miter_15.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_480_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_480_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,goldcrest-and-16.cnf,benchmarks/goldcrest-and-16.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_350.cnf,benchmarks/PRP_100_350.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,em_11_3_4_cmp.cnf,benchmarks/em_11_3_4_cmp.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,php16-mixed-15percent-blocked.cnf,benchmarks/php16-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H6_M2-4XKSMr_m1_3_U25.c.cnf,benchmarks/asconhashv12_opt64_H6_M2-4XKSMr_m1_3_U25.c.cnf,UNSAT,119.78260374069214,20.0,False,False,256394.0,885776.0,652685084.0,605.0,127069.0,296657.0,118.511,16892165.0,205.28
minisat,REGRandom-K4-L1-Seed5.cnf,benchmarks/REGRandom-K4-L1-Seed5.cnf,UNSAT,83.57238292694092,20.0,False,False,1280257.0,5370726.0,23067658.0,2451.0,4608.0,825728.0,82.1679,180996312.0,1059.92
minisat,IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.cnf,benchmarks/IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,3col120_5_2.shuffled.cnf,benchmarks/3col120_5_2.shuffled.cnf,SAT,0.1210062503814697,10.0,False,False,10638.0,12607.0,677708.0,46.0,240.0,1007.0,0.099761,167736.0,82.32
minisat,TableModel_output_8_4_8.bul_.dimacs.cnf,benchmarks/TableModel_output_8_4_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_29.cnf,benchmarks/hash_table_find_safety_size_29.cnf,UNSAT,165.42360854148865,20.0,False,False,15155.0,2012206.0,584110878.0,62.0,20094661.0,81050919.0,160.88,1131534.0,10443.51
minisat,SCPC-700-80.cnf,benchmarks/SCPC-700-80.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-48-256.cnf,benchmarks/grs-48-256.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,g2-ak128astepbg2asisc.cnf,benchmarks/g2-ak128astepbg2asisc.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,LZMAFile_write_12.cnf,benchmarks/LZMAFile_write_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,DivS_862_11.cnf.sanitized.cnf,benchmarks/DivS_862_11.cnf.sanitized.cnf,SAT,131.17689752578735,10.0,False,False,0.0,1.0,862.0,1.0,862.0,855716.0,129.499,0.0,217.12
minisat,intervals753.cnf,benchmarks/intervals753.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satcoin-genesis-UNSAT-11900.cnf,benchmarks/satcoin-genesis-UNSAT-11900.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rand_net70-40-10.shuffled.cnf,benchmarks/rand_net70-40-10.shuffled.cnf,UNSAT,20.591901540756226,20.0,False,False,367904.0,829891.0,138416410.0,891.0,5600.0,16661.0,20.2631,15579872.0,95.86
minisat,satcoin-genesis-UNSAT-5920.cnf,benchmarks/satcoin-genesis-UNSAT-5920.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_30_35.cnf,benchmarks/PRP_30_35.cnf,SAT,82.94590353965759,10.0,False,False,1330380.0,18879983.0,500920103.0,2557.0,163418.0,970492.0,81.9876,27544574.0,415.04
minisat,intervals222.cnf,benchmarks/intervals222.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals607.cnf,benchmarks/intervals607.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,REGRandom-K4-L4-Seed10.cnf,benchmarks/REGRandom-K4-L4-Seed10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-32-160.cnf,benchmarks/grs-32-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ferry8_ks99i.renamed-as.sat05-4005.cnf,benchmarks/ferry8_ks99i.renamed-as.sat05-4005.cnf,SAT,0.2737631797790527,10.0,False,False,11788.0,32827.0,1647342.0,51.0,2547.0,32472.0,0.220712,152778.0,84.56
minisat,hash_table_find_safety_size_17.cnf,benchmarks/hash_table_find_safety_size_17.cnf,UNSAT,87.04971218109131,20.0,False,False,15628.0,1306118.0,390830220.0,62.0,9201517.0,36830887.0,84.4393,2130175.0,4767.11
minisat,PRP_40_40.cnf,benchmarks/PRP_40_40.cnf,SAT,282.41740918159485,10.0,False,False,3571248.0,52225695.0,1320412463.0,6142.0,249398.0,1484862.0,280.461,79572139.0,904.84
minisat,27_1.cnf,benchmarks/27_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,FileObject_open_13.cnf,benchmarks/FileObject_open_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals122.cnf,benchmarks/intervals122.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,sgen1-unsat-97-100.cnf.mis-72.debugged.cnf,benchmarks/sgen1-unsat-97-100.cnf.mis-72.debugged.cnf,UNSAT,243.14744901657104,20.0,False,False,18667050.0,26289815.0,1476675111.0,28155.0,7009.0,13783.0,240.777,321505430.0,94.65
minisat,hash_table_find_safety_size_21.cnf,benchmarks/hash_table_find_safety_size_21.cnf,UNSAT,89.2285509109497,20.0,False,False,16398.0,1716869.0,439180423.0,63.0,12381374.0,49718653.0,86.2965,1560192.0,6585.46
minisat,ContextModel_output_8_4_9.bul.dimacs.cnf,benchmarks/ContextModel_output_8_4_9.bul.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess16-mixed-25percent-blocked.cnf,benchmarks/mchess16-mixed-25percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_51_0.29.cnf,benchmarks/brent_51_0.29.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,cliquecoloring_n14_k9_c8.cnf,benchmarks/cliquecoloring_n14_k9_c8.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-88.cnf,benchmarks/SCPC-700-88.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ER_500_10_2.apx_1_DS-ST.cnf,benchmarks/ER_500_10_2.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_69_0.cnf,benchmarks/brent_69_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.1319265365600586,20.0,False,False,0.0,0.0,10.0,0.0,257.0,7374.0,0.06625,0.0,83.01
