solver,instance,path,status,runtime_sec,returncode,timeout,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward
maplesat,satcoin-genesis-UNSAT-17800.cnf,benchmarks/satcoin-genesis-UNSAT-17800.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,UNSAT,0.7072560787200928,20.0,False,56902.0,62663.0,1763544.0,731.0,,,,55855.0,9686.0,31117.0,2270.0,303.0,0.7,0.7,10768.0,20.0,,,,,,,,,,
glucose,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,150.0,,True,,,,,2867.0,71029.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,36.374252796173096,20.0,False,585253.0,2270234.0,353945220.0,13980.0,,,,558798.0,318826.0,169058.0,129624.0,4491.0,36.36,36.36,247456.0,20.0,,,,,,,,,,
glucose,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,TIMEOUT,150.0,,True,,,,,228.0,1915.0,,,,,,,,,,,,,,,,,,,,
maplesat,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,66.99302411079407,20.0,False,1364228.0,3214086.0,656398717.0,1255.0,94810.0,279158.0,66.6281,,,,,,,,,,6659.0,32.0,1171502.0,29.0,1233.0,489.0,30.0,831.0,,
maplesat,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,124.02344393730164,20.0,False,1691182.0,4856172.0,1074834586.0,3227.0,94810.0,279158.0,123.639,,,,,,,,,,,,,,,,,,49279408.0,0.118216
cadical,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,2.9212570190429688,20.0,False,141102.0,205734.0,7230397.0,5120.0,,,,138511.0,86133.0,35171.0,11362.0,1202.0,2.91,2.91,14464.0,20.0,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,5.609379053115845,20.0,False,300764.0,349129.0,14331593.0,731.0,300.0,3973.0,5.59285,,,,,,,,,,,,,,,,,,5015740.0,0.281014
glucose,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,39.23580598831177,20.0,False,755327.0,855538.0,31324565.0,493.0,300.0,3973.0,39.1472,,,,,,,,,,5240.0,23.0,637481.0,17.0,855.0,89.0,15.0,2776.0,,
maplesat,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,UNSAT,123.03960394859314,20.0,False,670499.0,2953112.0,978561118.0,3734.0,127091.0,296682.0,122.762,,,,,,,,,,3963.0,22.0,567243.0,43.0,1550.0,232.0,30.0,182.0,,
cadical,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,UNSAT,0.4227461814880371,20.0,False,35117.0,39603.0,1394468.0,369.0,,,,34378.0,8782.0,17015.0,1561.0,183.0,0.41,0.41,10592.0,20.0,,,,,,,,,,
cadical,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,TIMEOUT,150.0,,True,,,,,288.0,3240.0,,,,,,,,,,,,,,,,,,,,
maplesat,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,SAT,134.67682719230652,10.0,False,2222499.0,8148883.0,355709106.0,100428.0,,,,2173413.0,1520754.0,541840.0,93372.0,9790.0,134.3,134.66,155216.0,10.0,,,,,,,,,,
glucose,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,150.0,,True,,,,,9000.0,45005.0,,,,,,,,,,,,,,,,,,,,
maplesat,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,SAT,8.890378952026367,10.0,False,276045.0,350702.0,19211835.0,2337.0,,,,268314.0,131125.0,99816.0,51376.0,869.0,8.87,8.88,96464.0,10.0,,,,,,,,,,
glucose,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,TIMEOUT,150.0,,True,,,,,800.0,33695.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,150.0,,True,,,,,526.0,5477.0,,,,,,,,,,,,,,,,,,,,
glucose,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,SAT,33.11906385421753,10.0,False,300746.0,472019.0,667738750.0,843.0,34886.0,217178.0,32.9935,,,,,,,,,,2705.0,14.0,229736.0,34.0,3545.0,2515.0,2.0,192.0,,
cadical,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,SAT,126.32206201553345,10.0,False,648713.0,1876074.0,1685534287.0,30009.0,,,,630080.0,497639.0,68273.0,10595.0,10948.0,125.36,126.31,271680.0,10.0,,,,,,,,,,
cadical,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.08922886848449707,10.0,False,184.0,4168.0,58504.0,3.0,,,,175.0,,87.0,47.0,,0.08,0.08,18944.0,10.0,,,,,,,,,,
glucose,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.056121110916137695,10.0,False,771.0,2224.0,124039.0,2.0,4592.0,61745.0,0.04784,,,,,,,,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,,
maplesat,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.04128408432006836,10.0,False,155.0,1167.0,34203.0,2.0,4592.0,61745.0,0.033328,,,,,,,,,,,,,,,,,,5255.0,0.050006
maplesat,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,150.0,,True,,,,,4288.0,14208.0,,,,,,,,,,,,,,,,,,,,
maplesat,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,150.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,150.0,,True,,,,,15195.0,46499.0,,,,,,,,,,,,,,,,,,,,
