solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward
maplesat,LZMAFile___init___14.cnf,benchmarks/LZMAFile___init___14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,130.5377721786499,20.0,False,False,6361.0,23496319.0,125830482.0,188.0,,,,4506.0,219.0,15197442.0,15245.0,454.0,125.21,129.74,9853.3,20.0,,,,,,,,,,
glucose,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,134.4085111618042,20.0,False,False,8321.0,401015.0,1228017099.0,7.0,5861110.0,23325682.0,131.274,,,,,,,,,,0.0,1.0,880.0,186.0,2052.0,1299.0,140.0,18.0,,
maplesat,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,41.15360879898071,20.0,False,False,6111.0,688796.0,77943118.0,30.0,5861110.0,23325682.0,39.7161,,,,,,,,,,,,,,,,,,362115.0,0.005898
cadical,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,83.11664938926697,10.0,False,False,370015.0,24374588.0,270969659.0,19030.0,,,,350193.0,218675.0,119225.0,163181.0,6432.0,82.37,83.07,281.27,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,88.14014101028442,10.0,False,False,867144.0,44954376.0,463608012.0,12280.0,246715.0,794881.0,86.9662,,,,,,,,,,1743.0,25.0,768102.0,79.0,3799.0,1983.0,22.0,4618.0,,
maplesat,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,42.76874208450317,10.0,False,False,336298.0,15815998.0,173540252.0,781.0,246715.0,794881.0,42.2119,,,,,,,,,,,,,,,,,,41591083.0,0.046274
cadical,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,SAT,32.93498682975769,10.0,False,False,703079.0,870276.0,38567963.0,5653.0,,,,683518.0,354408.0,256494.0,118778.0,1586.0,32.56,32.92,68.0,10.0,,,,,,,,,,
glucose,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,33881.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,SAT,14.841959953308104,10.0,False,False,308174.0,387948.0,23265947.0,2079.0,,,,299914.0,159960.0,100416.0,49860.0,998.0,14.69,14.83,70.51,10.0,,,,,,,,,,
glucose,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,TIMEOUT,300.0,,True,False,,,,,900.0,41618.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,2354.0,49818.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,2379.0,52030.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,2329.0,55647.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,81.9716386795044,10.0,False,False,661875.0,5195290.0,262902080.0,40399.0,,,,642797.0,522385.0,66194.0,21278.0,2832.0,80.9,81.96,68.0,10.0,,,,,,,,,,
glucose,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,41.36189723014832,10.0,False,False,432263.0,860593.0,95600074.0,776.0,13797.0,76333.0,40.5521,,,,,,,,,,77.0,17.0,346592.0,123.0,35.0,5.0,0.0,10.0,,
maplesat,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,114.4713077545166,10.0,False,False,912386.0,1301772.0,641875783.0,1993.0,13797.0,76333.0,113.472,,,,,,,,,,,,,,,,,,99049003.0,0.037863
cadical,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,191.5631165504456,20.0,False,False,5669.0,18043376.0,136771628.0,90.0,,,,4162.0,214.0,17248012.0,17388.0,350.0,188.49,190.66,11394.28,20.0,,,,,,,,,,
glucose,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,184.20504808425903,20.0,False,False,7227.0,451208.0,1260478884.0,28.0,6472782.0,25795161.0,179.877,,,,,,,,,,0.0,1.0,959.0,83.0,2189.0,1609.0,116.0,48.0,,
maplesat,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,51.559717416763306,20.0,False,False,5490.0,590764.0,97006007.0,29.0,6472782.0,25795161.0,49.5225,,,,,,,,,,,,,,,,,,695810.0,0.005074
cadical,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,270000.0,720000.0,,,,,,,,,,,,,,,,,,,,
maplesat,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,7182.0,70119.0,,,,,,,,,,,,,,,,,,,,
maplesat,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,3008.0,9856.0,,,,,,,,,,,,,,,,,,,,
maplesat,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,UNSAT,179.26814365386963,20.0,False,False,1295008.0,3846132.0,1173058552.0,6875.0,618715.0,2602587.0,176.9,,,,,,,,,,4193.0,28.0,1077639.0,67.0,29603.0,11023.0,395.0,31657.0,,
maplesat,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,45.68649220466614,10.0,False,False,127948.0,14095722.0,111730498.0,2887.0,,,,119867.0,66962.0,92241.0,148811.0,2295.0,45.19,45.63,307.2,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,63.02962040901184,10.0,False,False,741750.0,36605469.0,397073451.0,10609.0,250094.0,811693.0,62.199,,,,,,,,,,1686.0,23.0,647128.0,73.0,3796.0,1908.0,15.0,4639.0,,
maplesat,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,14.260277032852173,10.0,False,False,101268.0,8469373.0,68295087.0,255.0,250094.0,811693.0,13.9326,,,,,,,,,,,,,,,,,,10417621.0,0.032973
cadical,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,UNSAT,18.56633830070496,20.0,False,False,561604.0,3509284.0,82903611.0,21501.0,,,,424285.0,300017.0,224458.0,167719.0,4089.0,18.39,18.55,84.68,20.0,,,,,,,,,,
glucose,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,UNSAT,119.96182417869568,20.0,False,False,1596528.0,5376646.0,592926438.0,6179.0,46169.0,207564.0,118.177,,,,,,,,,,7351.0,30.0,1376337.0,28.0,24967.0,9710.0,20.0,4222.0,,
maplesat,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,22.05890440940857,10.0,False,False,404238.0,680131.0,101398258.0,14129.0,,,,391423.0,233527.0,110248.0,33588.0,3803.0,21.85,22.05,68.0,10.0,,,,,,,,,,
glucose,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,17.734862565994263,10.0,False,False,288594.0,388729.0,25603563.0,967.0,760.0,43649.0,17.5603,,,,,,,,,,0.0,15.0,245081.0,44.0,482.0,282.0,20.0,19201.0,,
maplesat,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,9.770093202590942,10.0,False,False,301071.0,390953.0,28671345.0,731.0,760.0,43649.0,9.68228,,,,,,,,,,,,,,,,,,12886249.0,0.153513
cadical,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,3.8103933334350586,20.0,False,False,124446.0,263727.0,5306467.0,4989.0,,,,121636.0,64813.0,31894.0,20423.0,1172.0,3.76,3.8,68.0,20.0,,,,,,,,,,
glucose,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,5.40237832069397,20.0,False,False,148408.0,244724.0,4580448.0,383.0,1444.0,7231.0,5.2515,,,,,,,,,,831.0,10.0,112137.0,20.0,509.0,198.0,13.0,8495.0,,
maplesat,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,6.278849124908447,20.0,False,False,289155.0,461264.0,10110521.0,698.0,1444.0,7231.0,6.19291,,,,,,,,,,,,,,,,,,6102383.0,0.301764
cadical,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,SAT,8.345743179321289,10.0,False,False,67521.0,1360924.0,30378217.0,2128.0,,,,59635.0,30893.0,3009.0,10617.0,943.0,8.21,8.32,106.66,10.0,,,,,,,,,,
glucose,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,80042.0,314597.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,UNSAT,150.45634579658508,20.0,False,False,1580613.0,2397938.0,571621385.0,47541.0,,,,1560835.0,1117159.0,370454.0,87794.0,13479.0,149.48,150.45,68.0,20.0,,,,,,,,,,
glucose,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,TIMEOUT,300.0,,True,False,,,,,9383.0,28080.0,,,,,,,,,,,,,,,,,,,,
maplesat,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,UNSAT,0.817633867263794,20.0,False,False,41375.0,47309.0,1486936.0,418.0,,,,40342.0,7346.0,23520.0,1631.0,317.0,0.8,0.81,68.0,20.0,,,,,,,,,,
glucose,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,TIMEOUT,300.0,,True,False,,,,,252.0,2049.0,,,,,,,,,,,,,,,,,,,,
maplesat,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,UNSAT,247.78055381774905,20.0,False,False,594425.0,2830194.0,1600434975.0,3959.0,158780.0,372687.0,245.469,,,,,,,,,,4083.0,21.0,497435.0,47.0,1365.0,158.0,20.0,158.0,,
maplesat,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,328.0,7199.0,,,,,,,,,,,,,,,,,,,,
maplesat,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,108144.0,417258.0,,,,,,,,,,,,,,,,,,,,
maplesat,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,SAT,14.09990406036377,10.0,False,False,255999.0,2514286.0,46885938.0,7798.0,,,,212961.0,143579.0,15486.0,48803.0,3084.0,13.94,14.08,68.0,10.0,,,,,,,,,,
glucose,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,TIMEOUT,300.0,,True,False,,,,,60534.0,137666.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,128.81981325149536,20.0,False,False,7734.0,5266618.0,97366134.0,482.0,,,,5513.0,759.0,13752805.0,15238.0,827.0,122.56,128.2,8870.41,20.0,,,,,,,,,,
glucose,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,107.20994997024536,20.0,False,False,6473.0,309205.0,895889233.0,15.0,5277644.0,20971987.0,104.455,,,,,,,,,,0.0,1.0,944.0,155.0,1915.0,1144.0,84.0,50.0,,
maplesat,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,30.186792850494385,20.0,False,False,7084.0,672197.0,89623228.0,31.0,5277644.0,20971987.0,29.0094,,,,,,,,,,,,,,,,,,455485.0,0.004698
cadical,hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,benchmarks/hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,UNSAT,3.1025941371917725,20.0,False,False,19310.0,503630.0,8742190.0,1508.0,,,,18249.0,7743.0,7389.0,11128.0,364.0,3.05,3.09,67.0,20.0,,,,,,,,,,
glucose,hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,benchmarks/hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,UNSAT,1.3086214065551758,20.0,False,False,9889.0,84599.0,4183749.0,52.0,64138.0,181071.0,1.17527,,,,,,,,,,0.0,2.0,3690.0,13.0,1355.0,242.0,33.0,310.0,,
maplesat,hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,benchmarks/hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin.cnf,UNSAT,2.0267512798309326,20.0,False,False,15220.0,86293.0,6740438.0,62.0,64138.0,181071.0,1.96848,,,,,,,,,,,,,,,,,,278304.0,0.091224
cadical,pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,benchmarks/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,benchmarks/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,TIMEOUT,300.0,,True,False,,,,,190.0,632.0,,,,,,,,,,,,,,,,,,,,
maplesat,pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,benchmarks/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TimetableCNFEncoding_20_UNKNOWN.cnf,benchmarks/TimetableCNFEncoding_20_UNKNOWN.cnf,SAT,75.88033890724182,10.0,False,False,260574.0,21422244.0,145178490.0,1414.0,,,,253071.0,90253.0,151999.0,97736.0,,74.92,75.73,734.02,10.0,,,,,,,,,,
glucose,TimetableCNFEncoding_20_UNKNOWN.cnf,benchmarks/TimetableCNFEncoding_20_UNKNOWN.cnf,TIMEOUT,300.0,,True,False,,,,,378430.0,2643697.0,,,,,,,,,,,,,,,,,,,,
maplesat,TimetableCNFEncoding_20_UNKNOWN.cnf,benchmarks/TimetableCNFEncoding_20_UNKNOWN.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
