solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward
cadical,or_randxor_k3_n640_m640.cnf,benchmarks/or_randxor_k3_n640_m640.cnf,UNSAT,3.3755786418914795,20.0,False,False,145801.0,170881.0,8262556.0,3797.0,,,,136327.0,73767.0,50813.0,14340.0,1203.0,3.2,3.36,67.0,20.0,,,,,,,,,,
glucose,or_randxor_k3_n640_m640.cnf,benchmarks/or_randxor_k3_n640_m640.cnf,TIMEOUT,300.0,,True,False,,,,,1280.0,8636.0,,,,,,,,,,,,,,,,,,,,
maplesat,or_randxor_k3_n640_m640.cnf,benchmarks/or_randxor_k3_n640_m640.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,grid_10_20.shuffled.cnf,benchmarks/grid_10_20.shuffled.cnf,UNSAT,0.0293581485748291,20.0,False,False,,,0.0,,,,,,,10.0,253.0,,0.02,0.02,68.0,20.0,,,,,,,,,,
glucose,grid_10_20.shuffled.cnf,benchmarks/grid_10_20.shuffled.cnf,UNSAT,0.0155093669891357,20.0,False,False,0.0,0.0,0.0,0.0,398.0,741.0,0.00152,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maplesat,grid_10_20.shuffled.cnf,benchmarks/grid_10_20.shuffled.cnf,UNSAT,0.0108988285064697,20.0,False,False,0.0,0.0,2.0,0.0,398.0,741.0,0.000751,,,,,,,,,,,,,,,,,,0.0,
cadical,intervals244.cnf,benchmarks/intervals244.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals244.cnf,benchmarks/intervals244.cnf,TIMEOUT,300.0,,True,False,,,,,2353.0,52268.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals244.cnf,benchmarks/intervals244.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,DecompressReader_read_12.cnf,benchmarks/DecompressReader_read_12.cnf,UNSAT,1.402195930480957,20.0,False,False,63080.0,73173.0,2277809.0,933.0,,,,61782.0,11503.0,32512.0,2061.0,657.0,1.37,1.39,67.0,20.0,,,,,,,,,,
glucose,DecompressReader_read_12.cnf,benchmarks/DecompressReader_read_12.cnf,TIMEOUT,300.0,,True,False,,,,,228.0,2023.0,,,,,,,,,,,,,,,,,,,,
maplesat,DecompressReader_read_12.cnf,benchmarks/DecompressReader_read_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,WCNFPlus_from_fp_13.cnf,benchmarks/WCNFPlus_from_fp_13.cnf,UNSAT,3.8493082523345943,20.0,False,False,153287.0,169908.0,10236711.0,2500.0,,,,151018.0,40255.0,83122.0,8828.0,1399.0,3.82,3.84,68.0,20.0,,,,,,,,,,
glucose,WCNFPlus_from_fp_13.cnf,benchmarks/WCNFPlus_from_fp_13.cnf,TIMEOUT,300.0,,True,False,,,,,637.0,15090.0,,,,,,,,,,,,,,,,,,,,
maplesat,WCNFPlus_from_fp_13.cnf,benchmarks/WCNFPlus_from_fp_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,mchess22-mixed-45percent-blocked.cnf,benchmarks/mchess22-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,mchess22-mixed-45percent-blocked.cnf,benchmarks/mchess22-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,58317.0,1927.0,,,,,,,,,,,,,,,,,,,,
maplesat,mchess22-mixed-45percent-blocked.cnf,benchmarks/mchess22-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals467.cnf,benchmarks/intervals467.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals467.cnf,benchmarks/intervals467.cnf,TIMEOUT,300.0,,True,False,,,,,2348.0,51401.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals467.cnf,benchmarks/intervals467.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,benchmarks/shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,UNSAT,49.39914631843567,20.0,False,False,44438.0,207031.0,103715450.0,2823.0,,,,41434.0,21435.0,134983.0,220249.0,1086.0,48.94,49.35,567.41,20.0,,,,,,,,,,
glucose,shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,benchmarks/shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,UNSAT,26.50471806526184,20.0,False,False,25923.0,147859.0,65432251.0,149.0,505536.0,1595120.0,25.8376,,,,,,,,,,26.0,3.0,11257.0,43.0,2667.0,1003.0,69.0,417.0,,
maplesat,shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,benchmarks/shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,UNSAT,39.71174883842468,20.0,False,False,22195.0,113994.0,65221886.0,78.0,505536.0,1595120.0,39.1755,,,,,,,,,,,,,,,,,,1817198.0,0.088362
cadical,PRP_30_38.cnf,benchmarks/PRP_30_38.cnf,SAT,34.67315983772278,10.0,False,False,421691.0,2458857.0,46796858.0,17800.0,,,,384344.0,233298.0,196091.0,161230.0,2562.0,34.32,34.63,307.79,10.0,,,,,,,,,,
glucose,PRP_30_38.cnf,benchmarks/PRP_30_38.cnf,SAT,110.91321420669556,10.0,False,False,1566582.0,31309774.0,722783166.0,6228.0,177404.0,1055410.0,109.142,,,,,,,,,,7170.0,26.0,1229380.0,13.0,97479.0,32870.0,10817.0,20546.0,,
maplesat,PRP_30_38.cnf,benchmarks/PRP_30_38.cnf,SAT,217.1888313293457,10.0,False,False,1532154.0,40129824.0,1070253500.0,3034.0,177404.0,1055410.0,214.928,,,,,,,,,,,,,,,,,,25966835.0,0.025173
cadical,hash_table_find_safety_size_18.cnf,benchmarks/hash_table_find_safety_size_18.cnf,UNSAT,248.7068610191345,20.0,False,False,12313.0,34465814.0,148996498.0,891.0,,,,9221.0,1354.0,26763384.0,47811.0,829.0,247.07,247.72,17607.29,20.0,,,,,,,,,,
glucose,hash_table_find_safety_size_18.cnf,benchmarks/hash_table_find_safety_size_18.cnf,UNSAT,298.3391089439392,20.0,False,False,13343.0,792509.0,2321731698.0,80.0,9954175.0,39879160.0,294.543,,,,,,,,,,0.0,2.0,4436.0,119.0,2816.0,1789.0,321.0,42.0,,
maplesat,hash_table_find_safety_size_18.cnf,benchmarks/hash_table_find_safety_size_18.cnf,UNSAT,88.03165030479431,20.0,False,False,14474.0,1307460.0,237561706.0,62.0,9954175.0,39879160.0,84.8636,,,,,,,,,,,,,,,,,,2983717.0,0.005959
cadical,mchess16-mixed-45percent-blocked.cnf,benchmarks/mchess16-mixed-45percent-blocked.cnf,UNSAT,16.637826681137085,20.0,False,False,876669.0,1528359.0,15712651.0,29945.0,,,,831267.0,529724.0,234588.0,60479.0,2042.0,16.45,16.63,68.0,20.0,,,,,,,,,,
glucose,mchess16-mixed-45percent-blocked.cnf,benchmarks/mchess16-mixed-45percent-blocked.cnf,UNSAT,14.289761781692505,20.0,False,False,540299.0,702497.0,9688224.0,923.0,16278.0,1010.0,14.168,,,,,,,,,,3162.0,20.0,449013.0,14.0,487.0,119.0,13.0,4728.0,,
maplesat,mchess16-mixed-45percent-blocked.cnf,benchmarks/mchess16-mixed-45percent-blocked.cnf,UNSAT,22.964439630508423,20.0,False,False,1599710.0,2017413.0,37587704.0,3070.0,16278.0,1010.0,22.7512,,,,,,,,,,,,,,,,,,22724833.0,0.323528
cadical,cliquecoloring_n12_k9_c8.cnf,benchmarks/cliquecoloring_n12_k9_c8.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,cliquecoloring_n12_k9_c8.cnf,benchmarks/cliquecoloring_n12_k9_c8.cnf,TIMEOUT,300.0,,True,False,,,,,270.0,6663.0,,,,,,,,,,,,,,,,,,,,
maplesat,cliquecoloring_n12_k9_c8.cnf,benchmarks/cliquecoloring_n12_k9_c8.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TableSymModel_output_8_4_7.bul_.dimacs.cnf,benchmarks/TableSymModel_output_8_4_7.bul_.dimacs.cnf,SAT,108.50201320648192,10.0,False,False,1300804.0,19964741.0,709988688.0,49311.0,,,,1258989.0,1136655.0,55696.0,92338.0,8443.0,107.52,108.48,68.0,10.0,,,,,,,,,,
glucose,TableSymModel_output_8_4_7.bul_.dimacs.cnf,benchmarks/TableSymModel_output_8_4_7.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,12432.0,146848.0,,,,,,,,,,,,,,,,,,,,
maplesat,TableSymModel_output_8_4_7.bul_.dimacs.cnf,benchmarks/TableSymModel_output_8_4_7.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,jkkk-one-one-11-32-unsat.cnf,benchmarks/jkkk-one-one-11-32-unsat.cnf,UNSAT,245.41482853889465,20.0,False,False,2953164.0,4938720.0,745538452.0,87015.0,,,,2889806.0,1864470.0,887616.0,116318.0,22354.0,243.57,245.4,68.0,20.0,,,,,,,,,,
glucose,jkkk-one-one-11-32-unsat.cnf,benchmarks/jkkk-one-one-11-32-unsat.cnf,UNSAT,46.30145597457886,20.0,False,False,547586.0,733261.0,116951457.0,810.0,6401.0,45326.0,45.9292,,,,,,,,,,72.0,20.0,442428.0,64.0,1007.0,374.0,82.0,3314.0,,
maplesat,jkkk-one-one-11-32-unsat.cnf,benchmarks/jkkk-one-one-11-32-unsat.cnf,UNSAT,177.8048038482666,20.0,False,False,1958629.0,2740305.0,533553292.0,3835.0,6401.0,45326.0,176.408,,,,,,,,,,,,,,,,,,376507767.0,0.094928
cadical,connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,benchmarks/connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,SAT,0.179375410079956,10.0,False,False,4375.0,14255.0,670614.0,413.0,,,,4260.0,1333.0,289.0,320.0,102.0,0.16,0.17,68.0,10.0,,,,,,,,,,
glucose,connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,benchmarks/connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,SAT,0.0755636692047119,10.0,False,False,2584.0,3093.0,191174.0,2.0,556.0,6427.0,0.06078,,,,,,,,,,0.0,1.0,994.0,26.0,15.0,1.0,0.0,0.0,,
maplesat,connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,benchmarks/connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,SAT,0.2059152126312255,10.0,False,False,7837.0,10124.0,621371.0,31.0,556.0,6427.0,0.189156,,,,,,,,,,,,,,,,,,178989.0,0.262175
cadical,rphp_p30_r30.cnf,benchmarks/rphp_p30_r30.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,rphp_p30_r30.cnf,benchmarks/rphp_p30_r30.cnf,TIMEOUT,300.0,,True,False,,,,,1800.0,26625.0,,,,,,,,,,,,,,,,,,,,
maplesat,rphp_p30_r30.cnf,benchmarks/rphp_p30_r30.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,GzipFile_close_11.cnf,benchmarks/GzipFile_close_11.cnf,UNSAT,0.4116814136505127,20.0,False,False,24829.0,27401.0,664380.0,314.0,,,,24304.0,4217.0,14284.0,935.0,127.0,0.39,0.4,69.0,20.0,,,,,,,,,,
glucose,GzipFile_close_11.cnf,benchmarks/GzipFile_close_11.cnf,TIMEOUT,300.0,,True,False,,,,,187.0,1348.0,,,,,,,,,,,,,,,,,,,,
maplesat,GzipFile_close_11.cnf,benchmarks/GzipFile_close_11.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,PRP_100_300.cnf,benchmarks/PRP_100_300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,PRP_100_300.cnf,benchmarks/PRP_100_300.cnf,TIMEOUT,300.0,,True,False,,,,,4715655.0,28295344.0,,,,,,,,,,,,,,,,,,,,
maplesat,PRP_100_300.cnf,benchmarks/PRP_100_300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,PRP_20_50.cnf,benchmarks/PRP_20_50.cnf,SAT,38.609400272369385,10.0,False,False,610220.0,2854936.0,47578910.0,25426.0,,,,553299.0,380556.0,243902.0,224343.0,1986.0,38.18,38.57,262.86,10.0,,,,,,,,,,
glucose,PRP_20_50.cnf,benchmarks/PRP_20_50.cnf,SAT,129.65363073349,10.0,False,False,1771704.0,27671050.0,729461187.0,7291.0,155138.0,926202.0,128.208,,,,,,,,,,7562.0,28.0,1455770.0,13.0,96414.0,32672.0,9778.0,21604.0,,
maplesat,PRP_20_50.cnf,benchmarks/PRP_20_50.cnf,SAT,102.91086387634276,10.0,False,False,988222.0,24255668.0,615002823.0,2046.0,155138.0,926202.0,101.705,,,,,,,,,,,,,,,,,,15578218.0,0.026501
cadical,brent_13_0.1.cnf,benchmarks/brent_13_0.1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,brent_13_0.1.cnf,benchmarks/brent_13_0.1.cnf,TIMEOUT,300.0,,True,False,,,,,15224.0,56739.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_13_0.1.cnf,benchmarks/brent_13_0.1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,or_randxor_k3_n600_m600.cnf,benchmarks/or_randxor_k3_n600_m600.cnf,UNSAT,13.2903733253479,20.0,False,False,571389.0,651905.0,29935825.0,13420.0,,,,549466.0,264076.0,250785.0,29349.0,3608.0,13.13,13.28,68.0,20.0,,,,,,,,,,
glucose,or_randxor_k3_n600_m600.cnf,benchmarks/or_randxor_k3_n600_m600.cnf,TIMEOUT,300.0,,True,False,,,,,1200.0,8093.0,,,,,,,,,,,,,,,,,,,,
maplesat,or_randxor_k3_n600_m600.cnf,benchmarks/or_randxor_k3_n600_m600.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,WCNF_from_fp_14.cnf,benchmarks/WCNF_from_fp_14.cnf,UNSAT,24.752013444900516,20.0,False,False,798345.0,897022.0,40951213.0,18388.0,,,,785003.0,261211.0,411013.0,42725.0,1983.0,24.49,24.74,67.0,20.0,,,,,,,,,,
glucose,WCNF_from_fp_14.cnf,benchmarks/WCNF_from_fp_14.cnf,TIMEOUT,300.0,,True,False,,,,,616.0,13134.0,,,,,,,,,,,,,,,,,,,,
maplesat,WCNF_from_fp_14.cnf,benchmarks/WCNF_from_fp_14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,aes_decry_2_rounds.debugged.cnf,benchmarks/aes_decry_2_rounds.debugged.cnf,UNSAT,87.27897262573242,20.0,False,False,904255.0,11859008.0,417201658.0,52549.0,,,,845953.0,572810.0,318653.0,342553.0,6176.0,86.38,87.25,321.12,20.0,,,,,,,,,,
glucose,aes_decry_2_rounds.debugged.cnf,benchmarks/aes_decry_2_rounds.debugged.cnf,UNSAT,66.08841276168823,20.0,False,False,1386016.0,2566336.0,66889608.0,4025.0,279119.0,1146467.0,65.1089,,,,,,,,,,0.0,32.0,1258913.0,12.0,9136.0,1399.0,64.0,1617.0,,
maplesat,aes_decry_2_rounds.debugged.cnf,benchmarks/aes_decry_2_rounds.debugged.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,tseitin_d3_n10000.cnf,benchmarks/tseitin_d3_n10000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,tseitin_d3_n10000.cnf,benchmarks/tseitin_d3_n10000.cnf,TIMEOUT,300.0,,True,False,,,,,15000.0,40000.0,,,,,,,,,,,,,,,,,,,,
maplesat,tseitin_d3_n10000.cnf,benchmarks/tseitin_d3_n10000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,mrpp_8x8#22_10.cnf,benchmarks/mrpp_8x8#22_10.cnf,UNSAT,0.5913419723510742,20.0,False,False,8358.0,97784.0,923665.0,686.0,,,,6989.0,907.0,3323.0,13549.0,,0.54,0.58,68.0,20.0,,,,,,,,,,
glucose,mrpp_8x8#22_10.cnf,benchmarks/mrpp_8x8#22_10.cnf,UNSAT,0.1621284484863281,20.0,False,False,2240.0,19693.0,139067.0,7.0,8918.0,71958.0,0.133452,,,,,,,,,,0.0,1.0,977.0,5.0,342.0,149.0,35.0,23.0,,
maplesat,mrpp_8x8#22_10.cnf,benchmarks/mrpp_8x8#22_10.cnf,UNSAT,0.2952249050140381,20.0,False,False,12133.0,72758.0,725183.0,53.0,8918.0,71958.0,0.275905,,,,,,,,,,,,,,,,,,100866.0,0.126299
cadical,brent_15_0.25.cnf,benchmarks/brent_15_0.25.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,brent_15_0.25.cnf,benchmarks/brent_15_0.25.cnf,TIMEOUT,300.0,,True,False,,,,,17565.0,49918.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_15_0.25.cnf,benchmarks/brent_15_0.25.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,PRP_100_150.cnf,benchmarks/PRP_100_150.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,PRP_100_150.cnf,benchmarks/PRP_100_150.cnf,TIMEOUT,300.0,,True,False,,,,,2356356.0,14117450.0,,,,,,,,,,,,,,,,,,,,
maplesat,PRP_100_150.cnf,benchmarks/PRP_100_150.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-800-40.cnf,benchmarks/SCPC-800-40.cnf,SAT,13.797247648239136,10.0,False,False,300056.0,373588.0,20208430.0,1995.0,,,,291580.0,142761.0,106873.0,54239.0,905.0,13.67,13.79,68.0,10.0,,,,,,,,,,
glucose,SCPC-800-40.cnf,benchmarks/SCPC-800-40.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,33490.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-800-40.cnf,benchmarks/SCPC-800-40.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,158617.0,372550.0,,,,,,,,,,,,,,,,,,,,
maplesat,asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,rbsat-v1150c84314gyes10.cnf,benchmarks/rbsat-v1150c84314gyes10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,rbsat-v1150c84314gyes10.cnf,benchmarks/rbsat-v1150c84314gyes10.cnf,TIMEOUT,300.0,,True,False,,,,,1150.0,84314.0,,,,,,,,,,,,,,,,,,,,
maplesat,rbsat-v1150c84314gyes10.cnf,benchmarks/rbsat-v1150c84314gyes10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,grs-96-192.cnf,benchmarks/grs-96-192.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,grs-96-192.cnf,benchmarks/grs-96-192.cnf,TIMEOUT,300.0,,True,False,,,,,688704.0,1986848.0,,,,,,,,,,,,,,,,,,,,
maplesat,grs-96-192.cnf,benchmarks/grs-96-192.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,21_1.cnf,benchmarks/21_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,21_1.cnf,benchmarks/21_1.cnf,TIMEOUT,300.0,,True,False,,,,,3488.0,11488.0,,,,,,,,,,,,,,,,,,,,
maplesat,21_1.cnf,benchmarks/21_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,rovers1_ks99i.renamed-as.sat05-3971.cnf,benchmarks/rovers1_ks99i.renamed-as.sat05-3971.cnf,SAT,0.0267112255096435,10.0,False,False,19.0,442.0,2279.0,,,,,20.0,,20.0,45.0,,0.02,0.02,67.0,10.0,,,,,,,,,,
glucose,rovers1_ks99i.renamed-as.sat05-3971.cnf,benchmarks/rovers1_ks99i.renamed-as.sat05-3971.cnf,SAT,0.0127584934234619,10.0,False,False,7.0,41.0,242.0,1.0,439.0,5389.0,0.003011,,,,,,,,,,0.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,,
maplesat,rovers1_ks99i.renamed-as.sat05-3971.cnf,benchmarks/rovers1_ks99i.renamed-as.sat05-3971.cnf,SAT,0.0169782638549804,10.0,False,False,6.0,35.0,290.0,1.0,439.0,5389.0,0.006114,,,,,,,,,,,,,,,,,,53.0,0.18407
cadical,grs-192-160.cnf,benchmarks/grs-192-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,grs-192-160.cnf,benchmarks/grs-192-160.cnf,TIMEOUT,300.0,,True,False,,,,,754446.0,2205450.0,,,,,,,,,,,,,,,,,,,,
maplesat,grs-192-160.cnf,benchmarks/grs-192-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,minxor128.cnf,benchmarks/minxor128.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,minxor128.cnf,benchmarks/minxor128.cnf,UNSAT,75.89624500274658,20.0,False,False,1171417.0,7518810.0,200742615.0,9071.0,54258.0,160467.0,75.2259,,,,,,,,,,6039.0,29.0,895471.0,102.0,1997.0,941.0,61.0,3238.0,,
maplesat,minxor128.cnf,benchmarks/minxor128.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,Grain_no_init_ver1_out200_known_last105_0_u.cnf,benchmarks/Grain_no_init_ver1_out200_known_last105_0_u.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,Grain_no_init_ver1_out200_known_last105_0_u.cnf,benchmarks/Grain_no_init_ver1_out200_known_last105_0_u.cnf,TIMEOUT,300.0,,True,False,,,,,2425.0,23034.0,,,,,,,,,,,,,,,,,,,,
maplesat,Grain_no_init_ver1_out200_known_last105_0_u.cnf,benchmarks/Grain_no_init_ver1_out200_known_last105_0_u.cnf,UNSAT,283.3026580810547,20.0,False,False,5448907.0,5632347.0,745783507.0,8509.0,2425.0,23034.0,281.523,,,,,,,,,,,,,,,,,,92665088.0,0.123468
cadical,asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,benchmarks/asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,benchmarks/asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,158783.0,372829.0,,,,,,,,,,,,,,,,,,,,
maplesat,asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,benchmarks/asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals803.cnf,benchmarks/intervals803.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals803.cnf,benchmarks/intervals803.cnf,TIMEOUT,300.0,,True,False,,,,,2501.0,58453.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals803.cnf,benchmarks/intervals803.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,WS_400_24_90_10.apx_2_DC-AD.cnf,benchmarks/WS_400_24_90_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,WS_400_24_90_10.apx_2_DC-AD.cnf,benchmarks/WS_400_24_90_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,15200.0,,,,,,,,,,,,,,,,,,,,
maplesat,WS_400_24_90_10.apx_2_DC-AD.cnf,benchmarks/WS_400_24_90_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,253201.0,818399.0,,,,,,,,,,,,,,,,,,,,
maplesat,SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TableSymModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,TableSymModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,4680.0,35466.0,,,,,,,,,,,,,,,,,,,,
maplesat,TableSymModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,sat-bench-trig-taylor6.cnf,benchmarks/sat-bench-trig-taylor6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
