solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward,category,decisions_per_conflict,conflicts_per_decision,decisions_per_second,restarts_per_conflict,conflicts_per_restart,restarts_per_second,learned_per_conflict,removed_per_conflict,reduced_per_conflict,propagations_per_conflict,propagations_per_decision
cadical,hash_table_find_safety_size_14.cnf,benchmarks/hash_table_find_safety_size_14.cnf,UNSAT,201.91835403442383,20.0,False,False,6190.0,30111761.0,157478607.0,261.0,,,,4122.0,191.0,18733024.0,17105.0,612.0,198.81,201.17,12496.8,20.0,,,,,,,,,,,industrial,4864.5817447495965,0.00020556751895048583,149128.39966428425,0.042164781906300484,23.71647509578544,1.292601661934624,0.6659127625201938,,,25440.80888529887,5.229803962644364
glucose,hash_table_find_safety_size_14.cnf,benchmarks/hash_table_find_safety_size_14.cnf,UNSAT,97.93356251716614,20.0,False,False,6721.0,288848.0,890342080.0,27.0,7112640.0,28380366.0,94.9095,,,,,,,,,,0.0,1.0,932.0,98.0,1487.0,1075.0,144.0,35.0,,,industrial,42.97693795566136,0.02326829335844458,2949.4280875299487,0.004017259336408272,248.92592592592592,0.2756971083867938,,0.13866984079750036,0.005207558399047761,132471.66790656152,3082.3896305323215
maplesat,hash_table_find_safety_size_14.cnf,benchmarks/hash_table_find_safety_size_14.cnf,UNSAT,69.69090914726257,20.0,False,False,7339.0,778466.0,150382398.0,31.0,7112640.0,28380366.0,67.8659,,,,,,,,,,,,,,,,,,1192649.0,0.005924,industrial,106.0724894399782,0.009427515138747228,11170.266101064026,0.004224008720534133,236.74193548387098,0.44482128844803087,,,,20490.85679247854,193.1778626169929
cadical,LZMAFile___init___14.cnf,benchmarks/LZMAFile___init___14.cnf,UNSAT,184.85571336746216,20.0,False,False,3545656.0,3959611.0,142673615.0,87938.0,,,,3479181.0,1525980.0,1737413.0,112524.0,5443.0,183.84,184.85,69.0,20.0,,,,,,,,,,,industrial,1.1167499046720832,0.895455639455492,21420.008761800927,0.024801616400462988,40.31995269394346,475.7115611849876,0.9812517063133028,,,40.23898962561512,36.03223018624809
glucose,LZMAFile___init___14.cnf,benchmarks/LZMAFile___init___14.cnf,TIMEOUT,300.0,,True,False,,,,,462.0,6403.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,LZMAFile___init___14.cnf,benchmarks/LZMAFile___init___14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,130.5377721786499,20.0,False,False,6361.0,23496319.0,125830482.0,188.0,,,,4506.0,219.0,15197442.0,15245.0,454.0,125.21,129.74,9853.3,20.0,,,,,,,,,,,industrial,3693.808992296809,0.00027072325669395277,179996.32296346896,0.029555101399151077,33.83510638297872,1.4401961735849842,0.7083791856626317,,,19781.55667347901,5.355327445120234
glucose,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,134.4085111618042,20.0,False,False,8321.0,401015.0,1228017099.0,7.0,5861110.0,23325682.0,131.274,,,,,,,,,,0.0,1.0,880.0,186.0,2052.0,1299.0,140.0,18.0,,,industrial,48.19312582622281,0.020749847262571227,2983.5536197350516,0.0008412450426631415,1188.7142857142858,0.052080035255901554,,0.10575651964908064,0.0021632015382766494,147580.47097704603,3062.2722317120306
maplesat,hash_table_find_safety_size_12.cnf,benchmarks/hash_table_find_safety_size_12.cnf,UNSAT,41.15360879898071,20.0,False,False,6111.0,688796.0,77943118.0,30.0,5861110.0,23325682.0,39.7161,,,,,,,,,,,,,,,,,,362115.0,0.005898,industrial,112.71412207494681,0.008872002741014757,16737.195597219656,0.004909180166912126,203.7,0.7289761669878885,,,,12754.560301096384,113.15849395176511
cadical,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,83.11664938926697,10.0,False,False,370015.0,24374588.0,270969659.0,19030.0,,,,350193.0,218675.0,119225.0,163181.0,6432.0,82.37,83.07,281.27,10.0,,,,,,,,,,,industrial,65.87459427320513,0.015180359151096216,293257.5865257093,0.051430347418347906,19.443772990015766,228.95533133049256,0.9464291988162642,,,732.3207410510385,11.116891862951693
glucose,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,88.14014101028442,10.0,False,False,867144.0,44954376.0,463608012.0,12280.0,246715.0,794881.0,86.9662,,,,,,,,,,1743.0,25.0,768102.0,79.0,3799.0,1983.0,22.0,4618.0,,,industrial,51.8418809332706,0.01928942357024375,510032.9484922722,0.014161431088723442,70.614332247557,139.3235801445693,,0.8857836760676427,0.005325528401280526,534.6378594558689,10.312856127732704
maplesat,SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_52_Cl_32_D_6_T_50.cnf,SAT,42.76874208450317,10.0,False,False,336298.0,15815998.0,173540252.0,781.0,246715.0,794881.0,42.2119,,,,,,,,,,,,,,,,,,41591083.0,0.046274,industrial,47.02971174375108,0.021263153928067012,369802.73978482926,0.0023223450630095927,430.59923175416134,18.261000018585715,,,,516.0311747319341,10.972450300006361
cadical,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,SAT,32.93498682975769,10.0,False,False,703079.0,870276.0,38567963.0,5653.0,,,,683518.0,354408.0,256494.0,118778.0,1586.0,32.56,32.92,68.0,10.0,,,,,,,,,,,crafted,1.2378068467412624,0.8078804884887093,26424.05793263233,0.008040348239671502,124.37272244825756,171.64117991668223,0.972178090939994,,,54.85580283296756,44.31693278913816
glucose,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,33881.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,SCPC-800-49.cnf,benchmarks/SCPC-800-49.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,SAT,14.841959953308104,10.0,False,False,308174.0,387948.0,23265947.0,2079.0,,,,299914.0,159960.0,100416.0,49860.0,998.0,14.69,14.83,70.51,10.0,,,,,,,,,,,crafted,1.2588602542719374,0.7943693484693825,26138.59633232138,0.006746188841368837,148.23184223184222,140.0758394807968,0.9731969601588712,,,75.49613854510764,59.97181838803139
glucose,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,TIMEOUT,300.0,,True,False,,,,,900.0,41618.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,SCPC-900-27.cnf,benchmarks/SCPC-900-27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,2354.0,49818.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,intervals313.cnf,benchmarks/intervals313.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,2379.0,52030.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,intervals961.cnf,benchmarks/intervals961.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,2329.0,55647.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,intervals802.cnf,benchmarks/intervals802.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,81.9716386795044,10.0,False,False,661875.0,5195290.0,262902080.0,40399.0,,,,642797.0,522385.0,66194.0,21278.0,2832.0,80.9,81.96,68.0,10.0,,,,,,,,,,,industrial,7.849352219074599,0.1273990479838469,63379.11604174132,0.06103720491029273,16.383450085398152,492.841190572674,0.9711758262511804,,,397.20805288007557,50.603927788439144
glucose,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,41.36189723014832,10.0,False,False,432263.0,860593.0,95600074.0,776.0,13797.0,76333.0,40.5521,,,,,,,,,,77.0,17.0,346592.0,123.0,35.0,5.0,0.0,10.0,,,industrial,1.9909013725440299,0.502285052283716,20806.41986056484,0.0017952033831255508,557.0399484536083,18.76122837601319,,0.8018081584590863,2.313406421553545e-05,221.16182509259409,111.08627887979567
maplesat,ContextModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/ContextModel_output_7_3_9.bul_.dimacs.cnf,SAT,114.4713077545166,10.0,False,False,912386.0,1301772.0,641875783.0,1993.0,13797.0,76333.0,113.472,,,,,,,,,,,,,,,,,,99049003.0,0.037863,industrial,1.4267777015429872,0.7008800312189846,11372.037461052218,0.0021843824872367617,457.7952834922228,17.41047638133027,,,,703.5134066064144,493.0784983852779
cadical,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,191.5631165504456,20.0,False,False,5669.0,18043376.0,136771628.0,90.0,,,,4162.0,214.0,17248012.0,17388.0,350.0,188.49,190.66,11394.28,20.0,,,,,,,,,,,industrial,3182.8146057505733,0.0003141873228158633,94190.24040177648,0.01587581584053625,62.98888888888889,0.46981904252063933,0.7341682836479096,,,24126.235314870348,7.580157283204651
glucose,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,184.20504808425903,20.0,False,False,7227.0,451208.0,1260478884.0,28.0,6472782.0,25795161.0,179.877,,,,,,,,,,0.0,1.0,959.0,83.0,2189.0,1609.0,116.0,48.0,,,industrial,62.433651584336516,0.016017003244623323,2449.487702387008,0.0038743600387436,258.10714285714283,0.15200452045805088,,0.1326968313269683,0.006641760066417601,174412.46492320465,2793.56501657772
maplesat,hash_table_find_safety_size_13.cnf,benchmarks/hash_table_find_safety_size_13.cnf,UNSAT,51.559717416763306,20.0,False,False,5490.0,590764.0,97006007.0,29.0,6472782.0,25795161.0,49.5225,,,,,,,,,,,,,,,,,,695810.0,0.005074,industrial,107.60728597449909,0.009293051032222681,11457.859538383125,0.005282331511839709,189.31034482758622,0.5624545954274645,,,,17669.58233151184,164.20433032479974
cadical,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,270000.0,720000.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,tseitin_d3_n180000.cnf,benchmarks/tseitin_d3_n180000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,7182.0,70119.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,TableModel_output_7_3_9.bul_.dimacs.cnf,benchmarks/TableModel_output_7_3_9.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-12300.cnf,benchmarks/satcoin-genesis-UNSAT-12300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
glucose,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,3008.0,9856.0,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
maplesat,18_1.cnf,benchmarks/18_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
cadical,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,UNSAT,179.26814365386963,20.0,False,False,1295008.0,3846132.0,1173058552.0,6875.0,618715.0,2602587.0,176.9,,,,,,,,,,4193.0,28.0,1077639.0,67.0,29603.0,11023.0,395.0,31657.0,,,crafted,2.9699677530949615,0.33670399247867727,21454.631713184353,0.0053088475129111174,188.3648,38.3503720174301,,0.8321485272677852,0.024445408831451233,905.8311238231732,304.99695590270954
maplesat,sat-bench-trig-bhaskara.cnf,benchmarks/sat-bench-trig-bhaskara.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,45.68649220466614,10.0,False,False,127948.0,14095722.0,111730498.0,2887.0,,,,119867.0,66962.0,92241.0,148811.0,2295.0,45.19,45.63,307.2,10.0,,,,,,,,,,,industrial,110.16758370588052,0.009077080265913303,308531.50066444254,0.022563854065714196,44.318669899549704,63.191544386179416,0.936841529371307,,,873.2492731422141,7.926553744462327
glucose,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,63.02962040901184,10.0,False,False,741750.0,36605469.0,397073451.0,10609.0,250094.0,811693.0,62.199,,,,,,,,,,1686.0,23.0,647128.0,73.0,3796.0,1908.0,15.0,4639.0,,,industrial,49.3501435793731,0.020263365564309528,580766.1344374244,0.014302662622177283,69.91705155999622,168.31768827348273,,0.8724341085271318,0.006254128749578699,535.3197856420627,10.847380510272933
maplesat,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,14.260277032852173,10.0,False,False,101268.0,8469373.0,68295087.0,255.0,250094.0,811693.0,13.9326,,,,,,,,,,,,,,,,,,10417621.0,0.032973,industrial,83.63326025990442,0.011956965409363834,593913.6371957323,0.002518070861476478,397.1294117647059,17.8818405429672,,,,674.3994845360825,8.063771308690738
cadical,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,UNSAT,18.56633830070496,20.0,False,False,561604.0,3509284.0,82903611.0,21501.0,,,,424285.0,300017.0,224458.0,167719.0,4089.0,18.39,18.55,84.68,20.0,,,,,,,,,,,industrial,6.248680564953241,0.16003378466946533,189013.25307999764,0.03828498372518714,26.119901399934886,1158.0635692275202,0.7554878526506221,,,147.61933853747482,23.624081436555148
glucose,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,UNSAT,119.96182417869568,20.0,False,False,1596528.0,5376646.0,592926438.0,6179.0,46169.0,207564.0,118.177,,,,,,,,,,7351.0,30.0,1376337.0,28.0,24967.0,9710.0,20.0,4222.0,,,industrial,3.3677116843550503,0.29693753317588695,44819.64188866388,0.0038702734934808534,258.3796730862599,51.50805301856475,,0.8620813415110791,0.0026444885401320866,371.38492904602987,110.27812468962993
maplesat,SAT_dat.k10.cnf,benchmarks/SAT_dat.k10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,22.05890440940857,10.0,False,False,404238.0,680131.0,101398258.0,14129.0,,,,391423.0,233527.0,110248.0,33588.0,3803.0,21.85,22.05,68.0,10.0,,,,,,,,,,,random,1.682501397691459,0.5943531466732144,30832.49228415489,0.03495218163557112,28.610517375610446,640.512318189914,0.9682983786779076,,,250.8380162181685,149.08636424453525
glucose,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,17.734862565994263,10.0,False,False,288594.0,388729.0,25603563.0,967.0,760.0,43649.0,17.5603,,,,,,,,,,0.0,15.0,245081.0,44.0,482.0,282.0,20.0,19201.0,,,random,1.3469753355925627,0.7424040912821014,21918.918094429948,0.0033507280123633893,298.44260599793176,54.525373196529614,,0.8492241695946555,0.06653291475221246,88.71827896629867,65.86481327608693
maplesat,rbsat-v760c43649gyes10.cnf,benchmarks/rbsat-v760c43649gyes10.cnf,SAT,9.770093202590942,10.0,False,False,301071.0,390953.0,28671345.0,731.0,760.0,43649.0,9.68228,,,,,,,,,,,,,,,,,,12886249.0,0.153513,random,1.2985408757402739,0.7700951265241602,40015.278451624465,0.002427998711267442,411.86183310533517,74.82016648583713,,,,95.23117470629852,73.33706353449136
cadical,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,3.8103933334350586,20.0,False,False,124446.0,263727.0,5306467.0,4989.0,,,,121636.0,64813.0,31894.0,20423.0,1172.0,3.76,3.8,68.0,20.0,,,,,,,,,,,random,2.11920833132443,0.4718743245856511,69212.53973595709,0.040089677450460444,24.94407696933253,1309.3136491246248,0.977419925108079,,,42.64071966957556,20.121060793927054
glucose,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,5.40237832069397,20.0,False,False,148408.0,244724.0,4580448.0,383.0,1444.0,7231.0,5.2515,,,,,,,,,,831.0,10.0,112137.0,20.0,509.0,198.0,13.0,8495.0,,,random,1.6489946633604657,0.6064301008483026,45299.30809595054,0.002580723411136866,387.4882506527415,70.89470178956316,,0.7555994286022317,0.05724084954988949,30.863888739151527,18.716791160654452
maplesat,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,6.278849124908447,20.0,False,False,289155.0,461264.0,10110521.0,698.0,1444.0,7231.0,6.19291,,,,,,,,,,,,,,,,,,6102383.0,0.301764,random,1.5952136397433903,0.6268752818342641,73463.14441131371,0.002413930245024295,414.2621776504298,111.16686929631831,,,,34.965748474001835,21.91916342918589
cadical,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,SAT,8.345743179321289,10.0,False,False,67521.0,1360924.0,30378217.0,2128.0,,,,59635.0,30893.0,3009.0,10617.0,943.0,8.21,8.32,106.66,10.0,,,,,,,,,,,crafted,20.155566416374164,0.049614085724110975,163068.04208545943,0.03151612091053154,31.729793233082706,254.98028806741425,0.8832067060618178,,,449.9076879785548,22.32175859930459
glucose,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,80042.0,314597.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,brent_67_0.05.cnf,benchmarks/brent_67_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,UNSAT,150.45634579658508,20.0,False,False,1580613.0,2397938.0,571621385.0,47541.0,,,,1560835.0,1117159.0,370454.0,87794.0,13479.0,149.48,150.45,68.0,20.0,,,,,,,,,,,industrial,1.5170936845388467,0.6591550740678033,15937.765783850547,0.030077571170172585,33.24736543194295,315.9786963341166,0.9874871331565664,,,361.6453774579862,238.3803855645976
glucose,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,TIMEOUT,300.0,,True,False,,,,,9383.0,28080.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,mp1-klieber2017s-1600-022-eq.cnf,benchmarks/mp1-klieber2017s-1600-022-eq.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,UNSAT,0.817633867263794,20.0,False,False,41375.0,47309.0,1486936.0,418.0,,,,40342.0,7346.0,23520.0,1631.0,317.0,0.8,0.81,68.0,20.0,,,,,,,,,,,industrial,1.1434199395770392,0.8745693208480416,57860.86155936671,0.010102719033232628,98.98325358851675,511.23126956425386,0.9750332326283988,,,35.93803021148036,31.43029867467078
glucose,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,TIMEOUT,300.0,,True,False,,,,,252.0,2049.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,CNF_to_alien_12.cnf,benchmarks/CNF_to_alien_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,UNSAT,247.78055381774905,20.0,False,False,594425.0,2830194.0,1600434975.0,3959.0,158780.0,372687.0,245.469,,,,,,,,,,4083.0,21.0,497435.0,47.0,1365.0,158.0,20.0,158.0,,,industrial,4.7612297598519575,0.21002977181069565,11422.179652087238,0.006660217857593472,150.14523869664058,15.97784789403602,,0.8368339151280649,0.000265803087016865,2692.4085881313877,565.4859613863925
maplesat,asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,benchmarks/asconhashv12_opt64_H12_M2-CxLJidFX21oI_m3_6_U2.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,328.0,7199.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,cliquecoloring_n16_k7_c6.cnf,benchmarks/cliquecoloring_n16_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,108144.0,417258.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,rook-47-0-1.cnf,benchmarks/rook-47-0-1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,SAT,14.09990406036377,10.0,False,False,255999.0,2514286.0,46885938.0,7798.0,,,,212961.0,143579.0,15486.0,48803.0,3084.0,13.94,14.08,68.0,10.0,,,,,,,,,,,crafted,9.82146805260958,0.10181777252070767,178319.36935428574,0.03046105648850191,32.82880225698897,553.0534084923991,0.8318821557896711,,,183.14891073793257,18.64781413093021
glucose,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,TIMEOUT,300.0,,True,False,,,,,60534.0,137666.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,brent_51_0.28.cnf,benchmarks/brent_51_0.28.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,128.81981325149536,20.0,False,False,7734.0,5266618.0,97366134.0,482.0,,,,5513.0,759.0,13752805.0,15238.0,827.0,122.56,128.2,8870.41,20.0,,,,,,,,,,,industrial,680.9694853891906,0.0014684945822917097,40883.602196487926,0.06232221360227567,16.04564315352697,3.741660446743466,0.7128264804758211,,,12589.363072148954,18.487411465954054
glucose,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,107.20994997024536,20.0,False,False,6473.0,309205.0,895889233.0,15.0,5277644.0,20971987.0,104.455,,,,,,,,,,0.0,1.0,944.0,155.0,1915.0,1144.0,84.0,50.0,,,industrial,47.76842267881971,0.02093433159230931,2884.1073061391744,0.0023173180905298935,431.53333333333336,0.13991238690217692,,0.14583655183068128,0.007724393635099644,138404.02178279005,2897.3956857101275
maplesat,hash_table_find_safety_size_11.cnf,benchmarks/hash_table_find_safety_size_11.cnf,UNSAT,30.186792850494385,20.0,False,False,7084.0,672197.0,89623228.0,31.0,5277644.0,20971987.0,29.0094,,,,,,,,,,,,,,,,,,455485.0,0.004698,industrial,94.88946922642575,0.010538577232567238,22267.917076490325,0.004376058723884811,228.51612903225808,1.0269391701706496,,,,12651.50028232637,133.32881283314268
