solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,memory_reported_mb
minisat,mod4block_2vars_10gates_u2_autoenc-sc2009.cnf,benchmarks/mod4block_2vars_10gates_u2_autoenc-sc2009.cnf,SAT,206.29954600334167,10,False,False,6949117,12224708,133916219,11261,479,123439,204.382,213752752,170.23
