solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
minisat,tseitin_grid_n260_m260.cnf,benchmarks/tseitin_grid_n260_m260.cnf,TIMEOUT,300,,True,False,,,,,,,
