solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
minisat,BZ2File_write_11.cnf,benchmarks/BZ2File_write_11.cnf,TIMEOUT,300,,True,False,,,,,,,
