solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,gensys-icl002.shuffled-as.sat05-2714.cnf,benchmarks/gensys-icl002.shuffled-as.sat05-2714.cnf,UNSAT,5.40237832069397,20,False,False,148408,244724,4580448,383,1444,7231,5.2515,831,10,112137,20.0,509,198,13,8495
