solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,TableSymModel_output_6_5_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_5_6.bul_.dimacs.cnf,TIMEOUT,300,,True,False,,,,,,,
