solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,em_11_3_4_cmp.cnf,benchmarks/em_11_3_4_cmp.cnf,TIMEOUT,300,,True,False,,,,,,,
