solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,collections_namedtuple_15.cnf,benchmarks/collections_namedtuple_15.cnf,UNSAT,205.39897799491882,20,False,False,4475897,5052569,317378255,117235,,,,4406707,2118258,2009902,105458,6145,203.77,205.39,74.03,20
