solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,mchess16-mixed-45percent-blocked.cnf,benchmarks/mchess16-mixed-45percent-blocked.cnf,UNSAT,14.289761781692505,20,False,False,540299,702497,9688224,923,16278,1010,14.168,3162,20,449013,14.0,487,119,13,4728
