solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,brent_63_0.22.cnf,benchmarks/brent_63_0.22.cnf,TIMEOUT,300,,True,False,,,,,,,
