solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,actual_reward
maplesat,SC23_Timetable_C_478_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_478_E_50_Cl_32_D_6_T_50.cnf,SAT,31.232837438583374,10,False,False,246973,14282156,145005862,574,248016,798549,30.8992,28944085,0.039133
