solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,DecompressReader_read_12.cnf,benchmarks/DecompressReader_read_12.cnf,UNSAT,1.402195930480957,20,False,False,63080,73173,2277809,933,,,,61782,11503,32512,2061,657,1.37,1.39,67.0,20
