solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,PRP_30_35.cnf,benchmarks/PRP_30_35.cnf,SAT,13.322472333908081,10,False,False,81659,931415,8866381,3641,,,,72516,39246,147498,121696,,13.06,13.25,274.96,10
