solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,PRP_20_40.cnf,benchmarks/PRP_20_40.cnf,SAT,47.801676988601685,10,False,False,934024,15044622,373777658,3331,123918,738682,47.2532,4553,20,716772,13.0,60470,20707,6378,12641
