solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,actual_reward
maplesat,stb_418_125.apx_2_DC-ST.cnf,benchmarks/stb_418_125.apx_2_DC-ST.cnf,UNSAT,256.486661195755,20,False,False,3867469,4716747,360053940,6795,836,17015,254.428,139095732,0.122802
