solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,actual_reward
maplesat,connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,benchmarks/connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,SAT,0.20591521263122559,10,False,False,7837,10124,621371,31,556,6427,0.189156,178989,0.262175
