solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,tseitin_d3_n200.cnf,benchmarks/tseitin_d3_n200.cnf,TIMEOUT,300,,True,False,,,,,,,
