solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,eqspctbk14spwtcl14.cnf,benchmarks/eqspctbk14spwtcl14.cnf,TIMEOUT,300,,True,False,,,,,,,
