solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,SC23_Timetable_C_486_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_486_E_50_Cl_33_D_6_T_50.cnf,SAT,95.28176689147949,10,False,False,978949,49053186,525331508,14019,250679,807738,93.9756,2031,27,899518,81.0,4216,2139,20,5167
