solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,SAT,167.74588084220886,10,False,False,1516461,63287261,736843368,20587,248438,803529,165.913,2017,33,1356039,96.0,4444,2401,15,5015
