solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,actual_reward
maplesat,hash_table_find_safety_size_23.cnf,benchmarks/hash_table_find_safety_size_23.cnf,UNSAT,165.77336359024048,20,False,False,15387,1685952,418137855,62,14140522,56857195,160.132,2746399,0.004658
