solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,grid-pbl-0150.shuffled-as.sat05-1347.shuffled-as.sat05-1347.cnf,benchmarks/grid-pbl-0150.shuffled-as.sat05-1347.shuffled-as.sat05-1347.cnf,UNSAT,0.35109615325927734,20,False,False,6,10991,12289,,,,,3,,8,13577,,0.31,0.34,68.0,20
