solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported
maplesat,velev-pipe-o-uns-1.0-7.cnf,benchmarks/velev-pipe-o-uns-1.0-7.cnf,TIMEOUT,300,,True,False,,,,,,,
