solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,aes_decry_2_rounds.debugged.cnf,benchmarks/aes_decry_2_rounds.debugged.cnf,UNSAT,87.27897262573242,20,False,False,904255,11859008,417201658,52549,,,,845953,572810,318653,342553,6176,86.38,87.25,321.12,20
