solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses
glucose,asconhashv12_opt64_H4_M2-ldRf_m1_2_U21.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-ldRf_m1_2_U21.c.cnf,UNSAT,102.07149910926819,20,False,False,342459,1721479,685877735,2025,127008,296562,101.316,978,15,245545,38.0,1237,220,26,188
