solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported
cadical,SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_50_Cl_32_D_6_T_50.cnf,SAT,45.68649220466614,10,False,False,127948,14095722,111730498,2887,,,,119867,66962,92241,148811,2295,45.19,45.63,307.2,10
